序号	英文	中文
592	accreditation	"n.委派,信赖,鉴定合格"
593	accredited	"adj.可接受的,可信任的,公认的,质量合格的"
594	accrescence	"n.添加,成长"
595	accrescent	"adj.成长的,增大的"
596	accrete	"vi.共生,合生,附着;vt.使依附,使连接;adj.共生的"
597	accretion	n.增长
598	accroach	"v.非法占有,强占"
599	accrual	"n.获利,利息,自然增长"
600	accrue	"vi.自然增加,产生"
601	accruement	n.=accrual
602	acculturate	vi.适应文化;vt.使适应文化
603	acculturation	"n.文化传入,文化适应"
604	acculturationist	n.文化传入过程的研究者
605	acculturize	v.使...接受外来文化
606	accumbent	adj.横卧的
607	accumulate	"v.积聚,堆积"
608	accumulation	"n.积聚,堆积物"
609	accumulative	"adj.积聚的,累积的"
610	accumulator	"n.<英>蓄电池,积聚者"
611	accuracy	"n.精确性,正确度"
612	accurate	"adj.正确的,精确的"
613	accurately	"adv.正确地,精确地"
614	accurst	"adj.被咒的,可憎恨的,讨厌的"
615	accusable	"adj.可指控的,有可非难之处的"
616	accusal	"n.(=accusation)谴责,控告,罪名"
617	accusant	n.控诉者
618	accusation	"n.谴责,[律]指控"
619	accusatival	"adj.宾语的,宾格的"
620	accusative	"adj.&n.宾格(的),宾语(的)"
621	accusatorial	"adj.控告者的,责问的"
622	accusatory	"adj.非难的,控诉的,指责的"
623	accuse	"vt.控告,谴责,非难"
624	accused	n.被告
625	accuser	n.原告
626	accusingly	adv.责难地
627	accustom	vt.使习惯于
628	accustomed	"adj.通常的,习惯的,按照风俗习惯的"
629	accutron	n.电子手表
630	acd	"Automatic Call Distributor,自动呼叫转发器"
631	ace	"n.(纸牌或骰子)幺点,王牌飞行员(击落敌机五架以上者adj.一流的;[军]Allied Command Europe,欧洲盟军司令部"
632	acedia	"n.懒惰,绝望"
633	aceldama	"n.犹大自杀之处,流血之地"
634	acellular	"adj.非细胞的,非细胞组成的"
635	acentric	"adj.无中心的,离心的"
636	acephalous	"adj.无头的,群龙无首的"
637	acequia	n.(美国西南部的)灌溉水渠
638	acer	"宏基电脑公司,主要生产个人电脑产品"
639	aceraceous	adj.槭树科的
640	acerate	"adj.[生物]一端尖的,针状的"
641	acerb	"adj.酸涩的,尖锐的,刻薄的"
642	acerbate	"vt.使发怒,使烦恼;adj.恼怒的"
643	acerbating	"adj.使发怒的,使烦恼的"
644	acerbic	"adj.酸的,尖刻的"
645	acerbity	"n.涩,酸,刻薄"
646	acerola	n.[植]金虎尾
647	acerose	"adj.[植]细长的,针状的"
648	acerous	"adj.[动]无角的,无触须的"
649	acervate	"adj.[植]成堆生长的,簇生的"
650	acervulus	n.分生孢子层
651	acescent	adj.变酸的
652	acesodyne	"n.止痛,止痛药adj.止痛的"
653	acestoma	n.肉芽块
654	acetabula	NULL
655	acetabularia	n.[植]伞藻
656	acetabuliform	adj.碟状的
657	acetabulum	"n.髋臼,关节窝,吸盘"
658	acetal	"n.[化]乙缩醛,乙缩醛二乙醇"
659	acetaldehydase	n.[生化]乙醛酶
660	acetaldehyde	"n.[化]乙醛,醋醛"
661	acetamide	n.[化] 乙酰胺
662	acetaminophen	"n.[药]醋氨酚,对乙酰氨基酚,退热净(一种替代阿司匹林的解热镇痛药)"
663	acetanilid	n.止痛(退热)剂
664	acetanilide	n.退热冰
665	acetarious	"adj.凉拌用的,拌生菜食用的"
666	acetarsone	"n.[药](用于治疗阿米巴病的)乙酰胂胺,阿西塔胂"
667	acetate	"n.[化]醋酸盐,醋酸纤维素及其制成的产品"
668	acetated	adj.[化]用醋酸处理过的
669	acetazolamide	"n.[药]乙酰唑胺,醋唑磺胺(利尿剂)"
670	acetic	"adj.[化]醋的,乙酸的"
671	acetification	"n.使变成醋,醋化"
672	acetifier	 [化]醋化器
673	acetify	"v.[化](使)醋化,(使)变酸"
674	acetimeter	n.醋酸比重计
675	acetin	"n.[化]醋精,甘油醋酸酯,乙酸甘油酯"
676	acetoacetyl	 coenzyme A [生化]乙酰乙酰辅酶A
677	acetobacter	n.[微]醋菌属
678	acetometer	n.[化]醋酸计
679	acetonaemia	n.[医]丙酮血(症)
680	acetone	n.[化]丙酮
681	acetophenetide	n.=acetophenetidin
682	acetophenetidin	n.[化]乙酰氧乙苯胺
683	acetophenone	"n.[化]乙酰苯,苯乙酮,苯基甲基甲酮"
684	acetose	"adj.酸的,醋一样酸的"
685	acetous	"adj.产生醋酸的,酸的,有酸味的"
686	acetum	"n.[化]醋酸溶液,醋"
687	acetyl	"n.[化]乙酰基,醋酸基"
688	acetylase	n.[生化]乙酰基转移酶
689	acetylate	v.[化]加乙酰基于
690	acetylcholine	n.[化]乙酰胆碱
691	acetylcholinesterase	n.[生化]乙酰胆碱酯酶
692	acetylco	" A,acetyl coenzyme A[生化]乙酰辅酶A"
693	acetylene	"n.[化]乙炔,电石气"
694	acetylic	adj.乙酰基群的
695	acetylide	n.[化]乙炔化物
696	acetylsalicylate	n.[化]乙酰水杨酸盐(或酯)
697	acgb	Arts Council of Great Britain 大不列颠艺术委员会
698	achaea	n.亚该亚(希腊伯罗奔尼撒半岛北部的古省)
699	achaean	"adj.亚该亚的,希腊的;n.亚该亚人,希腊人"
700	achaetous	adj.[动]无刚毛的
701	achaia	 =Achaea
702	achaian	adj.&n.=Achaean
703	achalasia	n.[医]弛缓不能
704	acharnement	"n.<法>凶猛 激烈,猛烈"
705	achates	n.忠实的朋友
706	ache	"n.疼痛vi.觉得疼痛,渴望"
707	acheb	"n.[生]短生植被区,短暂型植被"
708	achech	n.有鸟翼的狮身怪物
709	achelous	n.[希神]河神
710	achene	n.[植]瘦果
711	acheomycin	n.[药] 四环素
712	acheron	"n.[希神]黄泉,地狱,阴间"
713	acheulean	adj.[考古]阿舍利时期的
714	acheulian	adj.欧洲旧石器时代早期文化的
715	achievable	"adj.做得成的,可完成的,可有成就的"
716	achieve	"vt.完成,达到"
717	achievement	"n.成就,功绩"
718	achillean	"adj.阿基里斯的,勇敢的"
719	achilles	n.[希神]阿基里斯
720	achinese	"n.(印度尼西亚苏门答腊岛北部的)亚齐族,亚齐人(语)"
721	aching	"adj.痛的,疼痛的,心痛的"
722	achiote	"n.[植]胭脂树,胭脂树的种子"
723	achitophel	n.=Ahithophel
724	achlamydeous	adj.[植]无花被的
725	achlorhydria	n.[医]胃酸缺乏
726	achlorophyllous	adj.[植]无叶绿素的
727	acholuria	n.[医]无胆尿
728	achondrite	n.不含球粒陨石
729	achondroplasia	n.软骨发育不全
730	achordate	adj.&n.[动]无脊索的(动物)
731	achroglobin	n.[生化]消色球蛋白
732	achromasia	n.[医]色素缺乏
733	achromat	n.(=achromate)色盲患者
734	achromate	n.色盲患者
735	achromatic	"adj.消色差的,非彩色的"
736	achromaticity	"n.(=achromatism)无色,消色差"
737	achromatin	n.(细胞核内的)非染色质
738	achromatism	"n.无色,消色差性"
739	achromatization	"n.无色彩,消色差"
740	achromatize	"vt.使消色,使无色"
741	achromatophil	n.拒色组织
742	achromatophilia	n.拒染性
743	achromatopsia	n.色盲
744	achromatopsy	n.完全色盲
745	achromatous	"adj.无色的,淡色的"
746	achromic	adj.色素缺乏的
747	achromobacter	n.无色菌
748	achromycin	n.[药]四环素(商品名)
749	achy	adj.疼痛的
750	acicula	"n.[生物]针,刺"
751	acicular	"adj.针状的,针尖状的"
752	aciculate	"adj.有刺的,针状的,粗面的"
753	aciculignosa	"n.(生态学用语)针叶植被,针叶木本群落"
754	acid	"n.酸,<俚>迷幻药;adj.酸的,讽刺的,刻薄的;""atomicity,consistency,isolation,and durability"" 原子性,一致性,不相关性和持久性"
755	acidaemia	n.[医]酸血(症)
756	acidanthera	n.[植]非洲鸢尾
757	acidemia	n.[医]酸血症
758	acidfast	"adj.(结核菌)抗酸的,耐酸的"
759	acidhead	"n.吸麦角酸二乙酰胺成瘾者,嗜用迷幻药者,瘾君子"
760	acidic	"adj.酸的,酸性的"
761	acidification	"n.使发酸,酸化,成酸性"
762	acidifier	n.成酸剂
763	acidify	"vt.使酸化,使成酸;vi.变酸"
764	acidimeter	n.酸比重计
765	acidimetric	adj.[化]酸量滴定的
766	acidimetrical	adj.[化]酸量滴定的
767	acidimetry	n.[化]酸量滴定法
768	acidity	"n.酸度,酸性,[医]酸过多,胃酸过多"
769	acidize	"v.用酸处理,使酸化"
770	acidly	"adv.不悦地,心地不良地"
771	acidness	n.不悦的样子
772	acidogenic	adj.引起酸化的
773	acidoid	adj.似酸的;n.可能变酸的物质
774	acidophil	"n.嗜酸细胞adj.嗜酸的;n.[医]嗜酸细胞,嗜酸细菌"
775	acidophile	"n.[医]嗜酸细胞,嗜酸细菌"
776	acidophilic	adj.嗜酸的
777	acidophilus	adj.(=acidophilic)嗜酸的
778	acidosis	"n.酸液过多症,酸毒症"
779	acidproof	adj.耐酸的
780	acidulate	"vt.使酸化,使尖刻"
781	acidulated	"adj.带酸味的,不和气的,乖僻的"
782	acidulous	"adj.多少带酸味的,不悦的"
783	aciduria	n.[医]酸尿
784	aciduric	adj.耐酸的
785	acidy	adj.有些酸味的
786	acierate	"v.化铁为钢,掺碳,增碳"
787	aciform	adj.尖如针的
788	acinaceous	adj.[植]多子的
789	acinacifoliate	adj.(=acinaciform) [植]弯刀状的
790	acinaciform	adj.[植]弯刀状的
791	acinar	adj.[解]腺泡的
792	acini	 acinus的复数
793	aciniform	"adj.如成串葡萄状的,多小核的"
794	acinus	"n.小核果,浆果,葡萄状腺"
795	acis	n.[希神]埃西斯(西西里青年牧人)
796	ack	"命令正确应答;Acknowledgement,接收确认信号"
797	ackemma	"n.上午,飞机修理工"
798	ackey	"n.西非黄金海岸用银元,电镀用的硝酸硫酸混合液"
799	acknowiedged	"adj.公认的,得到普遍承认的,被普遍认可的"
800	acknowledge	"vt.承认,答谢,报偿"
801	acknowledged	adj.公认的
802	acknowledgedly	adv.公认地
803	acknowledgement	"n.承认,确认,_ of receipt//回执行"
804	acknowledgment	"n.承认,承认书,感谢"
805	acl	"Access Control List,访问控制列表"
806	aclinic	"adj.无倾角的,水平的"
807	acls	"American Council of Learned Societies,美国学术团体委员会 [军] Air Cushion Landing System,气垫着陆系统"
808	aclu	"American Civil Liberties Union,美国公民自由协会"
809	acme	"n.顶点,极致"
810	acmeist	n.阿克梅派诗人
811	acmesthesia	"n.[心]尖锐感觉,针刺感觉"
812	acne	"n.痤疮,粉刺"
813	acneigenic	adj.[医]致痤疮的
814	acnemia	"n.[医]腓肠部萎缩症,无腿(畸形)"
815	acnode	n.[数]孤点
816	acoasm	"n.(=acousma)幻听,幻觉"
817	acock	"adv.边翻卷地,歪斜着"
818	acoelomate	adj.[动]无体腔的
819	acoelous	adj.[动]无体腔的
820	acol	n.[牌]埃珂叫牌法(英国桥牌比赛中的叫牌法)
821	acold	adj.寒冷的
822	acolyte	"n.侍僧,助手"
823	aconitase	n.[生化]顺乌头酸酶
824	aconite	"n.乌头,从乌头的根提炼出的强心止痛剂"
825	aconitic	"adj.[植]附子的,乌头的"
826	aconitine	n.乌头碱
827	aconitum	n.=aconite
828	acopic	adj.消除疲乏的
829	acops	"Automatic CPU Overheat Prevention System,自动CPU过热保护系统"
830	acores	 <葡>=Azores
831	acorn	"n.[植]橡树果,橡子"
832	acosmism	n.[哲]无宇宙论
833	acosmist	n.[哲]无宇宙论者
834	acosmistic	n.[哲]无宇宙论者的
835	acotyledon	n.[植]无子叶植物
836	acotyledonous	adj.无子叶的
837	acouasm	"n.[心]幻听,幻觉"
838	acouchi	n.[动]长尾刺鼠
839	acoumeter	n.听力计
840	acouophonia	"n.[医]听诊,音响诊断"
841	acouphone	n.微音传达器
842	acousma	n.幻听
843	acoustic	"adj.有关声音的,声学的,音响学的"
844	acoustical	"adj.听觉的,声学的"
845	acoustically	"adv.听觉上,声学上"
846	acoustician	n.声学家
847	acousticon	n.助听器
848	acoustics	n.声学
849	acoustoelectric	"adj.[电子]声电学的,电声学的,声电的,电声的"
850	acoustoelectronics	[复]n.[用作单]微声电子学
851	acoustooptics	[复]n.[用作单][物]声光学
852	acpi	"Advanced Configuration and Power Interface,高级配置与电源接口"
853	acqierement	"n.学得,学识,才艺"
854	acquaalta	 <意>高潮(尤指不时淹没威尼斯历史上有名的中心区的洪水)
855	acquaint	"vt.使熟知,通知"
856	acquaintance	"n.相识,熟人"
857	acquaintanceship	"n.相识,相熟"
858	acquainted	"adj.有知识的,知晓的"
859	acquiesce	"vi.默许,勉强同意"
860	acquiescence	n.默许
861	acquiescent	"adj.默许的,默从的"
862	acquiescently	"adv.默认地,顺从地"
863	acquirability	"n.可得,可获"
864	acquirable	"adj.可得的,可获的"
865	acquire	"vt.获得,学到"
866	acquired	"adj.已获得的,已成习惯的,后天通过自己的努力得到的"
867	acquirement	"n.取得,习得"
868	acquisition	"n.获得,获得物"
869	acquisitive	"adj.想获得的,有获得可能性的,可学到的"
870	acquisitively	"adv.贪得无厌地,能获得并保留地"
871	acquit	"vt.宣告无罪,脱卸义务和责任,还清(债务)"
872	acquitment	"n.(=acquittal)释放,开释"
873	acquittal	n.宣判无罪
874	acquittance	"n.解除,偿清,清还证明书"
875	acraldehyde	n.(=acrolein)[化]丙烯醛
876	acranial	adj.缺颅骨的
877	acrasia	n.[心]自控能力缺失
878	acrasin	n.[生化]聚集素
879	acrawl	"adj.爬行的,拥挤的"
880	acre	"n.英亩,(pl.)地产,大片田地"
881	acreage	"n.英亩数,面积"
882	acred	adj.拥有许多地产的
883	acrid	"adj.辛辣的,(言语或语调)刻薄的"
884	acridity	"n.辛辣,狠毒"
885	acridness	"n.辛辣,苦"
886	acrimonious	"adj.严厉的,辛辣的"
887	acrimoniously	"adv.毒辣地,尖刻地"
888	acrimony	"n.言谈举止上的刻毒,讽刺,毒辣"
889	acrita	n.最下等动物
890	acritical	"adj.(指疾病)不危急的,不危险的,无极期的"
891	acrobat	"n.(走钢丝的)杂技演员,随机应变者,翻云覆雨者"
892	acrobatic	"adj.杂技的,特技的"
893	acrobatics	n.杂技
894	acrobatism	n.杂技
895	acrocarpous	adj.[植]茎端结实的
896	acrocentric	adj.&n.[生](染色体)近端着丝(的)
897	acrocephalia	"n.(=acrocephaly)尖头的,尖头畸型的"
898	acrocyanosis	n.[医]手足发绀
899	acrodont	"adj.[解][动]边齿的,颌缘的"
900	acrodrome	adj.[植]脉向尖聚集的
901	acrodromous	adj.(=acrodrome)脉向尖聚集的
902	acrodynia	n.[医]肢端痛
903	acrogen	n.顶生植物
904	acrogenous	adj.顶生的
905	acrolect	 上层方言
906	acrolein	n.[化]丙烯醛
907	acrolith	n.石首石肢木身的雕像
908	acromegalic	adj.肢端肥大症患者的;n.肢端肥大症患者
909	acromegaly	n.肢端肥大症
910	acromion	n.[解剖]肩峰
911	acronical	"adj.[天]日落时发生的,薄暮(发生)的"
912	acronically	allyadv.
913	acronichal	"adj.[天]日落时发生的,薄暮(发生)的"
914	acronym	n.只取首字母的缩写词
915	acronymic	adj.关于首字母缩略字的
916	acronymize	v.使成为首字母缩略字
917	acronymous	adj.(=acronymic)关于首字母缩略字的
918	acropathy	n.[医]四肢病
919	acropetal	adj.[植]向顶的
920	acrophobe	"n.恐高症患者,高空恐惧症患者"
921	acrophobia	n.[医]恐高症
922	acrophony	n.截头表音法
923	acropolis	"n.古希腊城市的卫城,雅典的卫城"
924	acrosin	"n.[生化]精子酵素,精子头粒蛋白"
925	acrospire	"n.(萌发种子最先生出的)旋状幼芽,幼根"
926	across	"adv.横过,交叉地,在对面 prep.越过,交叉,在...的那边,在...对面那边"
927	acrostic	n.离合诗adj.离合诗的
928	acrotism	n.[医]弱脉
929	acrr	American Council on Race Relations 美国种族关系理事会
930	acrux	n.[天]南十字星座中的一个星
931	acryl	n.压克力
932	acrylate	"n.[化]丙烯酸盐,丙烯酸脂"
933	acrylic	adj.[化]丙烯酸的
934	acs	"American Chemical Society,美国化学学会;Advance Communications Service,高级通讯服务"
935	act	"n.幕,法案,法令,动作,举动,节目,(戏剧的)幕vi.行动,产生...的效果,担当,表演,假装,表现,见效vt.扮演,装作"
936	acta	"America's Carriers Telecommunications Association,美国载波通信联盟"
937	actable	"adj.能实行的,能演出的,"
938	actaeon	n.[希神]亚克托安
939	acth	adrenocorticotrop(h)ic hormone
940	actigraph	n.(物质、有机体等的)活动变化记录仪
941	actin	n.肌动蛋白
942	actinal	"adj.有触手的,口侧的"
943	acting	"adj.代理的,起作用的,演戏的"
944	actinia	n.[动]海葵
945	actiniae	NULL
946	actinian	"adj.海葵的,似海葵的"
947	actinic	"adj.[物]光化学的,有光化性的"
948	actinicity	n.光化性
949	actinide	n.[化]锕类
950	actiniform	adj.[动]放射形的
951	actinin	n.[生化]辅肌动蛋白
952	actinism	"n.[物]光化度,光化作用"
953	actinium	n.[化]锕
954	actinochemistry	n.光化学
955	actinochitin	n.[生化]放线菌壳多糖
956	actinodermatitis	"n.[医]X光皮炎,放射皮炎"
957	actinogram	n.X光像
958	actinograph	n.辐射仪
959	actinoid	adj.放射线状的
960	actinolite	n.[地]阳起石
961	actinology	"n.[物]光(或射线)化学,放射线学"
962	actinometer	"n.[摄](自记)暴光计,暴光表"
963	actinometry	n.[天文]辐射测量学
964	actinomorphic	"adj.放射状的,辐射对称的"
965	actinomorphous	"adj.(=actinomorphic)放射状的,幅射量的"
966	actinomyces	 [单复同]n.[微]放线菌
967	actinomycete	n.放射菌类
968	actinomycin	n.放射菌素
969	actinomycosis	n.放射菌病
970	actinomycotic	n.放射菌病的
971	actinon	n.[核]锕射气
972	actinospectacin	n.[微]放线壮观素
973	actinotheraphy	n.[医]放射疗法
974	actinotherapy	n.[医]射线疗法
975	actinouranium	n.[化]锕铀
976	actinozoan	"n.珊瑚虫,花形虫adj.珊瑚虫的"
977	action	"n.动作,作用,战斗,行动,举动,行为,(戏剧或书中)的情节,(某一地区、领域或团体中)最能产生效果、最有趣、最有刺激性的活动vt.对...起诉"
978	actionability	n.可控诉的情形
979	actionable	adj.可控告的
980	actionist	n.行动主义者(赞成采取行动而不考虑反对意见者)
981	actionless	"adj.不采取行动的,静止不动的"
982	actium	n.[生]海岩群落
983	activable	adj.[化]能被活化的
984	activated	adj.有活性的
985	activating	vbl.使活动
986	activation	"n.活化,激活,[化]活化作用"
987	activator	"n.[化]催化剂,触媒剂"
988	active	"adj.积极的,能起作用的,现行的,[语法]主动的,活动的,活跃的,活性的;n.[语法] 主动语态,积极分子"
989	actively	"adv.活跃地,积极地"
990	activex	n.微软倡导的ActiveX 网络化多媒体对象技术
991	activise	"v.(=activize)使活动,使活泼"
992	activism	"n.行动(第一)主义,激进主义,[哲]触动论"
993	activist	"n.激进主义分子,行动主义分子"
994	activity	"n.活跃,活动性,行动,行为,[核]放射性"
995	activize	vt.激起
996	actiyator	调速控制器
997	actograph	n.=actigraph
998	actomyosin	"n.[生化]肌动球蛋白,肌纤凝蛋白"
